Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
LSB: Survival under 1 year (Estimated) (Previous year),0107 Hatxayfong,2017,2041,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0107 Hatxayfong,2018,2037,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0107 Hatxayfong,2019,2029,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1603 Bachiangchaleunsouk,2022,1153,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1603 Bachiangchaleunsouk,2023,1156,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0405 Beng,2020,10427,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0203 Khoua,2020,632,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0107 Hatxayfong,2020,2012,,,,,
LSB: Births Live (Estimated),0305 Naleh,2023,609,,,,,
LSB: Births Live (Estimated),1008 Met,2019,417,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0107 Hatxayfong,2021,1993,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0203 Khoua,2023,594,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0107 Hatxayfong,2022,1965,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0203 Khoua,2022,605,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0107 Hatxayfong,2023,1933,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0203 Khoua,2021,619,,,,,
LSB: Births Live (Estimated),1008 Met,2015,520,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0405 Beng,2018,10004,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0405 Beng,2019,10221,,,,,
LSB: Births Live (Estimated),1008 Met,2016,403,,,,,
LSB: Births Live (Estimated),1008 Met,2017,407,,,,,
LSB: Births Live (Estimated),1008 Met,2018,412,,,,,
LSB: Population (Estimated-single age),1204 Hinboun,2023,56887,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0405 Beng,2015,9330,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0405 Beng,2016,9559,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0405 Beng,2017,9780,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0203 Khoua,2017,681,,,,,
LSB: Births Live (Estimated),0305 Naleh,2020,640,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0203 Khoua,2016,688,,,,,
LSB: Births Live (Estimated),1603 Bachiangchaleunsouk,2021,1189,,,,,
LSB: Births Live (Estimated),0305 Naleh,2021,630,,,,,
LSB: Births Live (Estimated),0305 Naleh,2022,620,,,,,
LSB: Births Live (Estimated),1603 Bachiangchaleunsouk,2020,1184,,,,,
LSB: Births Live (Estimated),1603 Bachiangchaleunsouk,2023,1190,,,,,
LSB: Births Live (Estimated),1603 Bachiangchaleunsouk,2022,1190,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0203 Khoua,2019,647,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0203 Khoua,2018,663,,,,,
LSB: Births Live (Estimated),0305 Naleh,2016,680,,,,,
LSB: Births Live (Estimated),0305 Naleh,2017,671,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1402 Ta-oy,2016,1296,,,,,
LSB: Births Live (Estimated),0305 Naleh,2018,662,,,,,
LSB: Children under 5 years (Estimated),0709 Kouan,2022,3537,,,,,
LSB: Births Live (Estimated),0305 Naleh,2019,652,,,,,
LSB: Children under 5 years (Estimated),0709 Kouan,2023,3533,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1402 Ta-oy,2019,1197,,,,,
LSB: Children under 5 years (Estimated),0709 Kouan,2020,3508,,,,,
LSB: Children under 5 years (Estimated),0709 Kouan,2021,3526,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1402 Ta-oy,2017,1262,,,,,
LSB: Births Live (Estimated),0305 Naleh,2015,613,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1402 Ta-oy,2018,1231,,,,,
LSB: Survival under 1 year (Estimated),0407 Pakbeng,2017,881,,,,,
LSB: Population (Estimated-single age),1312 Vilabouli,2018,43094,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0702 Xiangkhoh,2023,632,,,,,
LSB: Population (Estimated-single age),1312 Vilabouli,2019,43927,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0702 Xiangkhoh,2022,649,,,,,
LSB: Survival under 1 year (Estimated),0407 Pakbeng,2016,882,,,,,
LSB: Survival under 1 year (Estimated),0407 Pakbeng,2015,876,,,,,
LSB: Population (Estimated-single age),1312 Vilabouli,2016,41317,,,,,
LSB: Population (Estimated-single age),1312 Vilabouli,2017,42213,,,,,
LSB: Population (Estimated-single age),1312 Vilabouli,2015,40379,,,,,
LSB: Survival under 1 year (Estimated),0407 Pakbeng,2019,878,,,,,
LSB: Survival under 1 year (Estimated),0407 Pakbeng,2018,880,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0709 Kouan,2019,723,,,,,
LSB: Births Live (Estimated),1603 Bachiangchaleunsouk,2016,1199,,,,,
LSB: Births Live (Estimated),1603 Bachiangchaleunsouk,2015,1403,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0709 Kouan,2018,716,,,,,
LSB: Births Live (Estimated),1603 Bachiangchaleunsouk,2018,1197,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0709 Kouan,2017,712,,,,,
LSB: Births Live (Estimated),1603 Bachiangchaleunsouk,2017,1199,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0709 Kouan,2016,811,,,,,
LSB: Births Live (Estimated),1603 Bachiangchaleunsouk,2019,1191,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0702 Xiangkhoh,2021,665,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0702 Xiangkhoh,2020,679,,,,,
LSB: Children under 5 years (Estimated),0709 Kouan,2019,3583,,,,,
LSB: Children under 5 years (Estimated),0709 Kouan,2017,3739,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1402 Ta-oy,2022,1123,,,,,
LSB: Children under 5 years (Estimated),0709 Kouan,2018,3661,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1402 Ta-oy,2023,1119,,,,,
LSB: Children under 5 years (Estimated),0709 Kouan,2015,3921,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1402 Ta-oy,2020,1162,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1402 Ta-oy,2021,1126,,,,,
LSB: Children under 5 years (Estimated),0709 Kouan,2016,3825,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0702 Xiangkhoh,2019,692,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1103 Pakkading,2016,1234,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0702 Xiangkhoh,2016,687,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1103 Pakkading,2019,1355,,,,,
LSB: Population (Estimated-single age),1312 Vilabouli,2023,47033,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1103 Pakkading,2018,1370,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0702 Xiangkhoh,2018,705,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1103 Pakkading,2017,1379,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0702 Xiangkhoh,2017,718,,,,,
LSB: Population (Estimated-single age),1312 Vilabouli,2021,45501,,,,,
LSB: Population (Estimated-single age),1312 Vilabouli,2022,46272,,,,,
LSB: Population (Estimated-single age),1312 Vilabouli,2020,44712,,,,,
LSB: Survival under 1 year (Estimated),1502 Kalum,2021,704,,,,,
LSB: Population (Estimated-single age),0709 Kouan,2021,27725,,,,,
LSB: Population (Estimated-single age),0709 Kouan,2022,28051,,,,,
LSB: Survival under 1 year (Estimated),1502 Kalum,2020,709,,,,,
LSB: Survival under 1 year (Estimated),1502 Kalum,2023,695,,,,,
LSB: Survival under 1 year (Estimated),1502 Kalum,2022,700,,,,,
LSB: Population (Estimated-single age),0709 Kouan,2020,27398,,,,,
LSB: Population (Estimated-single age),1705 Phouvong,2017,15438,,,,,
LSB: Population (Estimated-single age),1705 Phouvong,2016,15073,,,,,
LSB: Population (Estimated-single age),0709 Kouan,2023,28350,,,,,
LSB: Population (Estimated-single age),1705 Phouvong,2015,14709,,,,,
LSB: Children under 5 years (Estimated),1312 Vilabouli,2019,5093,,,,,
LSB: Children under 5 years (Estimated),1312 Vilabouli,2017,5403,,,,,
LSB: Children under 5 years (Estimated),1312 Vilabouli,2018,5266,,,,,
LSB: Children under 5 years (Estimated),1312 Vilabouli,2015,5601,,,,,
LSB: Children under 5 years (Estimated),1312 Vilabouli,2016,5516,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1705 Phouvong,2020,418,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1705 Phouvong,2021,418,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1705 Phouvong,2022,419,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1705 Phouvong,2023,417,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0404 Nga,2022,9270,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1103 Pakkading,2020,16186,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1103 Pakkading,2021,16462,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0404 Nga,2023,9499,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1103 Pakkading,2022,16730,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1103 Pakkading,2023,16985,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1804 Hom,2020,2938,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0404 Nga,2020,8827,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0404 Nga,2021,9052,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1804 Hom,2022,3090,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0404 Nga,2019,8613,,,,,
LSB: Survival under 1 year (Estimated),0407 Pakbeng,2020,873,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1804 Hom,2021,3008,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1804 Hom,2023,2879,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0404 Nga,2015,7768,,,,,
LSB: Survival under 1 year (Estimated),0407 Pakbeng,2023,836,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0404 Nga,2016,7978,,,,,
LSB: Survival under 1 year (Estimated),0407 Pakbeng,2022,850,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0404 Nga,2017,8187,,,,,
LSB: Survival under 1 year (Estimated),0407 Pakbeng,2021,863,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0404 Nga,2018,8399,,,,,
LSB: Children under 5 years (Estimated),0611 Phoukhoun,2018,3646,,,,,
LSB: Children under 5 years (Estimated),0611 Phoukhoun,2017,3741,,,,,
LSB: Children under 5 years (Estimated),0611 Phoukhoun,2016,3817,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1705 Phouvong,2016,417,,,,,
LSB: Children under 5 years (Estimated),0611 Phoukhoun,2015,3882,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1705 Phouvong,2017,412,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1705 Phouvong,2018,415,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1705 Phouvong,2019,418,,,,,
LSB: Children under 5 years (Estimated),0611 Phoukhoun,2019,3530,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0108 Sangthong,2023,626,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0108 Sangthong,2022,644,,,,,
LSB: Children under 5 years (Estimated),1204 Hinboun,2021,5692,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0108 Sangthong,2021,662,,,,,
LSB: Children under 5 years (Estimated),1204 Hinboun,2020,5841,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0108 Sangthong,2020,685,,,,,
LSB: Children under 5 years (Estimated),1204 Hinboun,2023,5405,,,,,
LSB: Children under 5 years (Estimated),0803 Hongsa,2016,3140,,,,,
LSB: Children under 5 years (Estimated),0803 Hongsa,2015,3114,,,,,
LSB: Children under 5 years (Estimated),1204 Hinboun,2022,5549,,,,,
LSB: Children under 5 years (Estimated),0803 Hongsa,2019,3146,,,,,
LSB: Children under 5 years (Estimated),0803 Hongsa,2018,3158,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1103 Pakkading,2015,14587,,,,,
LSB: Children under 5 years (Estimated),0803 Hongsa,2017,3155,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1103 Pakkading,2016,14940,,,,,
LSB: Children under 5 years (Estimated),0611 Phoukhoun,2021,3306,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1103 Pakkading,2017,15278,,,,,
LSB: Children under 5 years (Estimated),1204 Hinboun,2019,6013,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1103 Pakkading,2018,15600,,,,,
LSB: Children under 5 years (Estimated),0611 Phoukhoun,2020,3386,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1103 Pakkading,2019,15904,,,,,
LSB: Children under 5 years (Estimated),0803 Hongsa,2023,2921,,,,,
LSB: Children under 5 years (Estimated),0803 Hongsa,2022,2991,,,,,
LSB: Children under 5 years (Estimated),0803 Hongsa,2021,3058,,,,,
LSB: Children under 5 years (Estimated),0611 Phoukhoun,2023,3139,,,,,
LSB: Children under 5 years (Estimated),0611 Phoukhoun,2022,3223,,,,,
LSB: Children under 5 years (Estimated),0803 Hongsa,2020,3124,,,,,
LSB: Population (Estimated-single age),1705 Phouvong,2023,17561,,,,,
LSB: Population (Estimated-single age),1705 Phouvong,2022,17205,,,,,
LSB: Population (Estimated-single age),1705 Phouvong,2021,16858,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0108 Sangthong,2016,674,,,,,
LSB: Population (Estimated-single age),1705 Phouvong,2020,16504,,,,,
LSB: Children under 5 years (Estimated),1204 Hinboun,2016,6320,,,,,
LSB: Children under 5 years (Estimated),1204 Hinboun,2015,6361,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0108 Sangthong,2019,706,,,,,
LSB: Children under 5 years (Estimated),1204 Hinboun,2018,6151,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0108 Sangthong,2018,727,,,,,
LSB: Children under 5 years (Estimated),1204 Hinboun,2017,6250,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0108 Sangthong,2017,746,,,,,
LSB: Population (Estimated-single age),1705 Phouvong,2019,16161,,,,,
LSB: Population (Estimated-single age),1402 Ta-oy,2016,33555,,,,,
LSB: Population (Estimated-single age),1402 Ta-oy,2015,32450,,,,,
LSB: Population (Estimated-single age),1705 Phouvong,2018,15801,,,,,
LSB: Survival under 1 year (Estimated),0303 Long,2020,1061,,,,,
LSB: Survival under 1 year (Estimated),0303 Long,2021,1049,,,,,
LSB: Survival under 1 year (Estimated),0303 Long,2022,1034,,,,,
LSB: Survival under 1 year (Estimated),0303 Long,2023,1017,,,,,
LSB: Population (Estimated-single age),1402 Ta-oy,2018,35686,,,,,
LSB: Population (Estimated-single age),1402 Ta-oy,2017,34642,,,,,
LSB: Population (Estimated-single age),1402 Ta-oy,2019,36702,,,,,
LSB: Population (Estimated-single age),0404 Nga,2021,36525,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1306 Nong,2018,7245,,,,,
LSB: Births Live (Estimated),1203 Nongbok,2023,920,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1306 Nong,2019,7429,,,,,
LSB: Population (Estimated-single age),0404 Nga,2020,35891,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1306 Nong,2016,6889,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1306 Nong,2017,7062,,,,,
LSB: Births Live (Estimated),1203 Nongbok,2020,971,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1306 Nong,2015,6710,,,,,
LSB: Births Live (Estimated),1203 Nongbok,2022,938,,,,,
LSB: Population (Estimated-single age),0404 Nga,2023,37736,,,,,
LSB: Births Live (Estimated),1203 Nongbok,2021,955,,,,,
LSB: Population (Estimated-single age),0404 Nga,2022,37123,,,,,
LSB: Population (Estimated-single age),1402 Ta-oy,2021,38620,,,,,
LSB: Population (Estimated-single age),1402 Ta-oy,2020,37670,,,,,
LSB: Population (Estimated-single age),1402 Ta-oy,2023,40525,,,,,
LSB: Population (Estimated-single age),1402 Ta-oy,2022,39581,,,,,
LSB: Survival under 1 year (Estimated),0303 Long,2015,973,,,,,
LSB: Survival under 1 year (Estimated),0303 Long,2016,1095,,,,,
LSB: Survival under 1 year (Estimated),0303 Long,2017,1088,,,,,
LSB: Survival under 1 year (Estimated),0303 Long,2018,1079,,,,,
LSB: Survival under 1 year (Estimated),0303 Long,2019,1071,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1705 Phouvong,2015,3690,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1301 Kaysone Phomvihane,2020,37800,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1301 Kaysone Phomvihane,2021,38210,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1705 Phouvong,2017,3940,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1705 Phouvong,2016,3817,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1705 Phouvong,2019,4167,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1705 Phouvong,2018,4054,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1301 Kaysone Phomvihane,2022,38562,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1301 Kaysone Phomvihane,2023,38877,,,,,
LSB: Births Live (Estimated),0705 Houamuang,2018,840,,,,,
LSB: Children under 5 years (Estimated),0904 Khoun,2016,4813,,,,,
LSB: Births Live (Estimated),0705 Houamuang,2019,835,,,,,
LSB: Children under 5 years (Estimated),0904 Khoun,2015,4729,,,,,
LSB: Children under 5 years (Estimated),0904 Khoun,2018,4917,,,,,
LSB: Births Live (Estimated),0705 Houamuang,2016,846,,,,,
LSB: Births Live (Estimated),0705 Houamuang,2017,844,,,,,
LSB: Children under 5 years (Estimated),0904 Khoun,2017,4874,,,,,
LSB: Births Live (Estimated),0705 Houamuang,2015,1024,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1301 Kaysone Phomvihane,2019,37332,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1804 Hom,2015,2607,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1804 Hom,2017,2731,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1804 Hom,2016,2666,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1301 Kaysone Phomvihane,2017,36257,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1804 Hom,2019,2868,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1301 Kaysone Phomvihane,2018,36813,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1804 Hom,2018,2796,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1301 Kaysone Phomvihane,2015,35027,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1301 Kaysone Phomvihane,2016,35656,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1306 Nong,2021,7843,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1306 Nong,2022,8071,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1306 Nong,2020,7634,,,,,
LSB: Children under 5 years (Estimated),0904 Khoun,2023,4576,,,,,
LSB: Children under 5 years (Estimated),0904 Khoun,2022,4700,,,,,
LSB: Population (Estimated-single age),0709 Kouan,2015,25648,,,,,
LSB: Population (Estimated-single age),0709 Kouan,2018,26714,,,,,
LSB: Population (Estimated-single age),0709 Kouan,2019,27058,,,,,
LSB: Children under 5 years (Estimated),0904 Khoun,2021,4821,,,,,
LSB: Population (Estimated-single age),0709 Kouan,2016,26003,,,,,
LSB: Population (Estimated-single age),0709 Kouan,2017,26357,,,,,
LSB: Children under 5 years (Estimated),0904 Khoun,2020,4935,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1306 Nong,2023,8308,,,,,
LSB: Children under 5 years (Estimated),1208 Xebangfai,2021,3604,,,,,
LSB: Children under 5 years (Estimated),1208 Xebangfai,2022,3499,,,,,
LSB: Children under 5 years (Estimated),1312 Vilabouli,2022,4653,,,,,
LSB: Children under 5 years (Estimated),1312 Vilabouli,2023,4579,,,,,
LSB: Children under 5 years (Estimated),1208 Xebangfai,2020,3713,,,,,
LSB: Children under 5 years (Estimated),1208 Xebangfai,2023,3398,,,,,
LSB: Children under 5 years (Estimated),1312 Vilabouli,2020,4881,,,,,
LSB: Children under 5 years (Estimated),0904 Khoun,2019,4939,,,,,
